#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,like_per_view,comment_per_view,share_per_view,text_length
1739,claim,9377185536,47,a friend learned  in the media that sound actually travels in space,verified,active,212829.0,3792.0,51.0,24.0,2.0,0.017817120787110778,9.397215605016234e-06,0.00023962899792791395,67
1740,claim,1841128840,27,a friend learned  in the media that the sun takes over one earth month to make a full rotation,not verified,under review,710342.0,112823.0,42395.0,378.0,55.0,0.15882912737807986,7.742749267254365e-05,0.05968251912459069,94
1741,claim,4664480618,13,a friend learned  in the media that astronauts can grow as much as two inches in space,not verified,under review,728844.0,47659.0,6316.0,398.0,115.0,0.06538985022858115,0.00015778410743588477,0.008665777587522159,86
1742,claim,9751993070,54,a friend learned  in the media that the bent joint in the legs of the flamingo is its ankles,not verified,active,333084.0,161519.0,18197.0,453.0,109.0,0.48491971995052296,0.0003272447790947629,0.05463186463474679,92
1743,claim,4167242818,49,a friend learned  in the media that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,banned,596161.0,5896.0,2247.0,23.0,8.0,0.00988994583677899,1.3419193808383977e-05,0.0037691160609298496,124
1744,claim,4875461177,38,a friend learned  in the media that bathwater stays warmer for a longer duration with bubbles,not verified,active,925996.0,257597.0,45382.5,2880.125,364.0,0.2781837070570499,0.0003930902509298096,0.04949805398727424,93
1745,claim,2339558636,52,a friend learned  in the media that the pupil of a goat is rectangular,not verified,active,581032.0,311333.875,45382.5,2880.125,696.0,0.6535560864117639,0.0011978686199727382,0.11056361783860441,70
1746,claim,5644062247,55,a friend learned  in the media that elephants will console each other during stressful situations,not verified,under review,254459.0,66996.0,2673.0,220.0,95.0,0.2632879953155518,0.0003733410883482211,0.010504639254261,97
1747,claim,9220713356,8,a friend learned  in the media that some trees in melbourne have email addresses,not verified,active,220738.0,110023.0,20904.0,2253.0,728.5,0.4984325308737055,0.005409127562993232,0.09470050467069557,80
1748,claim,7198018274,32,a friend learned  in the media that a snail can sleep for three years,not verified,banned,633166.0,12297.0,2107.0,27.0,6.0,0.01942144714024442,9.476187919123895e-06,0.0033277213242656743,69
1749,claim,2564091887,36,a friend learned  in the media that insects are attracted to light because of the moon,not verified,active,691706.0,292538.0,3634.0,2880.125,608.0,0.4229224554940972,0.0008789861588593998,0.005253677140287925,86
1750,claim,8351267647,60,a friend learned  in the media that australia has a bright pink lake,not verified,under review,904528.0,311333.875,45382.5,2880.125,728.5,0.5758815647497921,0.004170130720110378,0.21247877345974917,68
1751,claim,7761343554,5,a friend learned  in the media that penguins can jump as high as 9 feet in the air,not verified,active,705957.0,245154.0,45382.5,2880.125,144.0,0.34726477674985873,0.00020397842928110353,0.1354190127727326,82
1752,claim,3308561536,14,"a friend learned  in the media that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,272307.0,102135.0,37975.0,499.0,236.0,0.37507298747369694,0.000866668870062099,0.1394565692398653,110
1753,claim,7322074574,30,a friend learned  in the media that sweden has the most islands of any country,not verified,under review,901700.0,311333.875,45382.5,2880.125,728.5,0.6262149273594322,0.0028412997671065764,0.23112010646556505,78
1754,claim,9304268758,40,a friend learned  in the media that armadillos have bulletproof shells,not verified,banned,152601.0,46598.0,10854.0,3.0,0.0,0.30535841835898847,0.0,0.07112666365226965,70
1755,claim,3152497169,18,a friend learned  in the media that only one-fourth of the sahara desert is sandy,not verified,active,431924.0,131636.0,26415.0,889.0,339.0,0.30476657930561857,0.0007848602994971338,0.06115659236347135,81
1756,claim,6422655221,44,a friend learned  in the media that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,868207.0,227076.0,45382.5,2880.125,359.0,0.2615459216523249,0.0004134958598583057,0.08315758799456811,118
1757,claim,4726188600,34,a friend learned  in the media that the largest pair of eyes in the world belongs to the giant squid,not verified,active,97546.0,46694.0,12048.0,478.0,188.0,0.47868697845119224,0.0019272958399114263,0.12351095893219609,100
1758,claim,7243307303,5,a friend learned  in the media that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,503383.0,249526.0,35750.0,256.0,39.0,0.4956981066106722,7.747579874568668e-05,0.07101948218354613,132
1759,claim,3084288450,27,a friend learned  in the media that bottled water has an expiration date,not verified,active,933099.0,166374.0,26974.0,2880.125,728.5,0.17830262383734202,0.0009870335302041905,0.0289079722516046,72
1760,claim,7004739970,6,a friend learned  in the media that driving south from detroit will lead to canada,not verified,active,595478.0,169769.0,45382.5,878.0,315.0,0.2850970144992762,0.0005289867971612722,0.09369951534733441,82
1761,claim,4355593737,33,a friend learned  in the media that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,12267.0,5393.0,1713.0,37.0,24.0,0.4396347925328116,0.0019564685742235266,0.1396429444852042,139
1762,claim,7076790151,37,a friend learned  in the media that sloths can hold their breaths longer than dolphins,not verified,under review,805993.0,238372.0,45382.5,97.0,44.0,0.29574946680678366,5.459104483537698e-05,0.07618924730115523,86
1763,claim,5603362722,20,a friend learned  in the media that baby spiders are called spiderlings,not verified,active,235807.0,1943.0,107.0,17.0,7.0,0.008239789319231406,2.9685293481533625e-05,0.0004537609146462997,71
1764,claim,3436970000,23,a friend learned  in the media that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,892243.0,124222.0,45382.5,2880.125,287.0,0.13922440411412587,0.0003216612514752147,0.052519324892434015,91
1765,claim,9594020712,55,a friend learned  in the media that around 50% of the mined gold on earth comes from one source,not verified,active,442932.0,239194.0,45382.5,1724.0,24.0,0.5400242023606332,5.418438947739156e-05,0.1214001246240958,95
1766,claim,8871578812,36,a friend learned  in the media that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,702257.0,285668.0,35449.0,2880.125,461.0,0.40678555001943734,0.0006564548306389256,0.050478670913924675,97
1767,claim,8737601542,56,a friend learned  in the media that the insect population of the world is 1 billion times more than the world population,not verified,active,372992.0,46800.0,2347.0,674.0,415.0,0.12547185998627317,0.0011126243994509265,0.006292360157858614,120
1768,claim,3656746809,35,a friend learned  in the media that a shape with 26 sides is known as a rhombicuboctahedron,not verified,banned,777314.0,311333.875,45382.5,1706.0,700.0,0.5357435991118132,0.0009005369773347708,0.08611706466112794,91
1769,claim,2772518817,58,a friend learned  in the media that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,325003.0,110244.0,3656.0,2056.0,728.5,0.33920917653067817,0.002963049571850106,0.01124912693113602,138
1770,claim,6182808405,48,a friend learned  in the media that lightning strikes somewhere on earth about 100 times every second,not verified,active,70006.0,15532.0,95.0,86.0,16.0,0.22186669714024512,0.00022855183841385024,0.0013570265405822358,101
1771,claim,7371363430,15,a friend learned  in the media that the town of calama in chile has never experienced rain,not verified,active,230008.0,111509.0,6743.0,1337.0,362.0,0.4848048763521269,0.0015738583005808493,0.029316371604465933,90
1772,claim,6754413995,17,a friend learned  in the media that china is the world’s largest silk producer,not verified,active,231015.0,144889.0,45382.5,855.0,104.0,0.6271843819665389,0.0004501872172802632,0.20924182412397463,78
1773,claim,2049459696,55,a friend learned  in the media a claim that humans will live on mars by 2035,not verified,active,564466.0,311333.875,45382.5,2880.125,728.5,0.5720805150354494,0.002290660553514295,0.18987326074555422,76
1774,claim,7632419382,45,a friend learned  in the media a claim that nucelear fission is now being used to produce electricity,not verified,active,642328.0,183382.0,2117.0,2880.125,728.5,0.28549588372295776,0.0022916640719383243,0.0032958239404167343,101
1775,claim,2633133849,13,a friend learned  in the media a claim that earth days are getting longer over time due to orbital expansion,not verified,under review,90467.0,55412.0,18734.0,522.0,44.0,0.6125106392386174,0.0004863651939381211,0.20708103507356274,108
1776,claim,3970479915,22,a friend learned  in the media a claim that damascus is the oldest continuously inhabited city in the world,not verified,under review,436180.0,89116.0,2270.0,553.0,230.0,0.20431014718694118,0.0005273052409555688,0.0052042734650832225,107
1777,claim,5557024943,51,a friend learned  in the media a claim that the most productive work day of the week is tuesday,not verified,under review,881012.0,311333.875,32615.0,2880.125,728.5,0.4613614797528297,0.0008444833895565555,0.03701992708385357,95
1778,claim,6253587591,32,a friend learned  in the media a claim that the average car contains over 30000 unique parts,not verified,under review,107047.0,44284.0,14775.0,137.0,59.0,0.41368744570142085,0.0005511597709417359,0.13802348501125675,92
1779,claim,2465423044,30,a friend learned  in the media a claim that the car radio was first introduced in 1922,not verified,under review,971234.0,311333.875,45382.5,2880.125,728.5,0.5565229388592244,0.001261282039137839,0.16736028598669322,86
1780,claim,6799834220,25,"a friend learned  in the media a claim that the oldest surviving song is around 3,500 years old",not verified,active,223886.0,123026.0,9652.0,2601.0,728.5,0.5495028719973558,0.007186693227803436,0.04311122624907319,95
1781,claim,9889862058,53,a friend learned  in the media a claim that 90% of the world’s data was generated after 2019,verified,active,153164.0,54577.0,10435.0,304.0,85.0,0.3563304693008801,0.0005549606957248439,0.06812958658692643,92
1782,claim,7015593140,48,a friend learned  in the media a claim that an average user spends 40% of their day on the internet,not verified,active,222188.0,103020.0,36780.0,1542.0,728.5,0.46366140385619387,0.0033035087403460134,0.16553549246583973,99
1783,claim,3799614405,52,a friend learned  in the media a claim that half of retail purchases are now made through a mobile device,not verified,active,899617.0,311333.875,45382.5,1821.0,17.0,0.3819469841054582,1.8896930582681297e-05,0.14007961165696067,105
1784,claim,7233325923,25,a friend learned  in the media a claim that the average user checks their mobile phone around 150 times each day,not verified,active,272096.0,7643.0,885.0,124.0,76.0,0.02808935081735858,0.00027931318358226506,0.003252528519346113,112
1785,claim,5520256801,23,"a friend learned  in the media a claim that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,926220.0,137503.0,29971.0,2164.0,446.0,0.1484560903457062,0.0004815270670035197,0.032358402971216345,123
1786,claim,9192094110,37,a friend learned  in the media a claim that kite flying is a professional sport in thailand.,not verified,active,951643.0,311333.875,45382.5,2880.125,728.5,0.6622357333579925,0.0089119554286639,0.12568053356143008,92
1787,claim,8090819285,45,a friend learned  in the media a claim that india’s trains transport roughly 23 million passengers each day,not verified,active,764529.0,264950.0,10820.0,51.0,30.0,0.34655323735267074,3.923984570892667e-05,0.014152504352352886,107
1788,claim,4754615208,54,a friend learned  in the media a claim that one-third of the world’s airports are located in the u.s.,not verified,under review,503562.0,153482.0,29607.0,2604.0,352.0,0.30479265711074305,0.0006990201802359987,0.05879514339842959,101
1789,claim,6874027562,6,a friend learned  in the media a claim that reindeer grow new antlers every year,not verified,active,829195.0,311333.875,15295.0,2880.125,728.5,0.47518617454277945,0.0011179517483824674,0.01844560085384017,80
1790,claim,6958750413,48,a friend learned  in the media a claim that an octopus has three hearts,not verified,banned,152926.0,39687.0,6104.0,896.0,294.0,0.2595176752154637,0.0019224984633090514,0.03991473000013078,71
1791,claim,4978369452,55,a friend learned  in the media a claim that some sharks can glow in the dark,not verified,under review,301033.0,176596.0,38167.0,2880.125,728.5,0.5866333591333841,0.003750419389236396,0.12678676424179408,76
1792,claim,7673541431,36,a friend learned  in the media a claim that footprints left on the moon won’t disappear as there is no wind,not verified,active,633145.0,305314.0,45382.5,1807.0,728.5,0.48221813328700375,0.0013567192349303871,0.18542198074690633,107
1793,claim,6999816298,57,a friend learned  in the media a claim that we only see the same side of the moon,not verified,active,573599.0,31173.0,7532.0,590.0,348.0,0.054346329055664326,0.0006066956183675355,0.013131124705587005,81
1794,claim,5223394392,46,a friend learned  in the media a claim that australia is wider than the moon,not verified,active,98613.0,39708.0,11851.0,971.0,350.0,0.40266496303732774,0.003549227789439526,0.12017685295042235,76
1795,claim,1798017514,55,a friend learned  in the media a claim that saturn is less dense than water,not verified,banned,34147.0,20850.0,5104.0,417.0,31.0,0.610595367089349,0.0009078396345213343,0.14947140305151257,75
1796,claim,4074370860,37,a friend learned  in the media a claim that neptune’s winds are the fastest in the solar system,not verified,active,13089.0,1813.0,408.0,15.0,3.0,0.13851325540530215,0.00022920009168003668,0.031171212468484987,95
1797,claim,9838697575,14,a friend learned  in the media a claim that the moon’s craters might be the coldest places in the solar system,not verified,active,144909.0,86078.0,32419.0,1828.0,728.5,0.5940141744129074,0.006962990566493454,0.2237197137513888,110
1798,claim,2401031046,40,a friend learned  in the media a claim that it takes an average of 364 licks to get to the center of a lollipop,not verified,under review,22824.0,4341.0,1297.0,77.0,28.0,0.1901945320715037,0.0012267788293024886,0.05682614791447599,111
1799,claim,9829103725,12,a friend learned  in the media a claim that take out restaurants have been found in the remains of pompeii,not verified,active,740046.0,311333.875,45382.5,2880.125,728.5,0.46849385038227354,0.0025917307843025972,0.1770633176856574,106
1800,claim,2063507145,50,a friend learned  in the media a claim that dogs can understand up to 250 hand gestures and words,not verified,active,757779.0,145749.0,7048.0,2057.0,728.5,0.19233707980822906,0.0011454526979501939,0.009300864764001113,97
1801,claim,5322644548,28,a friend learned  in the media a claim that australia has the most number of venomous snakes worldwide,not verified,active,537912.0,311333.875,45382.5,2880.125,728.5,0.5956085753803596,0.002195526405806154,0.10480710599503265,102
1802,claim,7893763746,7,a friend learned  in the media a claim that a snail can sleep for three years,not verified,banned,881085.0,311333.875,45382.5,2880.125,728.5,0.537575829800757,0.001794378521936022,0.0842177542461851,77
1803,claim,8797843726,29,a friend learned  in the media a claim that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,89002.0,42223.0,3663.0,15.0,3.0,0.4744050695489989,3.3707107705444824e-05,0.04115637850834813,132
1804,claim,9499304231,43,a friend learned  in the media a claim that cats sleep for two-thirds of their lives,not verified,active,644056.0,51123.0,18278.0,1219.0,511.0,0.07937663805631809,0.0007934092687592383,0.0283795197933099,84
1805,claim,9578397535,51,a friend learned  in the media a claim that the microwave oven was an accidental invention,not verified,banned,107812.0,37220.0,1178.0,863.0,197.0,0.3452305865766334,0.0018272548510369904,0.010926427484881089,90
1806,claim,9916118379,29,a friend learned  in the media a claim that there are more than 24 time zones around the world,not verified,active,759820.0,69472.0,24024.0,1012.0,409.0,0.09143218130609881,0.0005382853833802743,0.03161801479297728,94
1807,claim,1251818624,43,a friend learned  in the media a claim that bubble wrap was originally designed to be used as wallpaper,not verified,active,640323.0,87951.0,13307.0,1060.0,699.0,0.13735411659428132,0.0010916365646712674,0.020781699236166747,103
1808,claim,5038209613,38,a friend learned  in the media a claim that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,active,398361.0,86035.0,18615.0,1441.0,300.0,0.21597244710200045,0.0007530857689382244,0.04672897196261682,117
1809,claim,7474101715,34,"a friend learned  in the media a claim that blue whales eat 500,000 calories in 1 mouthful on average",not verified,active,182019.0,85493.0,23743.0,1352.0,361.0,0.46969272438591575,0.0019833094347293414,0.13044242634010736,101
1810,claim,2599427094,16,a friend learned  in the media a claim that only one-fourth of the sahara desert is sandy,not verified,banned,686872.0,212472.0,4753.0,2880.125,728.5,0.3093327432185327,0.0018460499190533317,0.006919775445789026,89
1811,claim,4884258614,6,a friend learned  in the media a claim that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,banned,329443.0,57304.0,2235.0,351.0,146.0,0.17394207799224753,0.0004431722634871586,0.006784178143108216,128
1812,claim,1679823516,23,a friend learned  in the media a claim that leeches were historically used to predict the weather,not verified,banned,840725.0,132510.0,7633.0,458.0,277.0,0.1576139641380951,0.0003294775342710161,0.009079068660977133,97
1813,claim,8483898804,31,a friend learned  in the media a claim that melting glaciers make fizzy noises,not verified,banned,116905.0,33413.0,4718.0,508.0,130.0,0.28581326718275524,0.001112014028484667,0.040357555279928146,78
1814,claim,1249490753,26,a friend learned  in the media a claim that driving south from detroit will lead to canada,not verified,active,147612.0,44720.0,3172.0,165.0,81.0,0.3029563992087364,0.0005487358751321031,0.021488767850852235,90
1815,claim,2608720588,39,a friend learned  in the media a claim that the opposite sides of dice will always equal 7,not verified,under review,855940.0,110935.0,43711.0,2447.0,419.0,0.12960604715283783,0.0004895202934785148,0.05106783185737318,90
1816,claim,1902775807,47,a friend learned  in the media a claim that apple seeds contain cyanide,not verified,active,785982.0,311333.875,45382.5,2880.125,728.5,0.5597863564305544,0.0016934230045980696,0.16158003618403474,71
1817,claim,4298764122,48,a friend learned  in the media a claim that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,under review,356552.0,164497.0,33765.0,2880.125,728.5,0.46135486548946575,0.004916533913706837,0.0946986694787857,147
1818,claim,8503633294,25,a friend learned  in the media a claim that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,241461.0,31455.0,1952.0,487.0,163.0,0.13026948451302695,0.0006750572556230613,0.008084121245252856,127
1819,claim,3831920674,37,a friend learned  in the media a claim that baby spiders are called spiderlings,not verified,under review,189825.0,43180.0,9499.0,785.0,493.0,0.22747267219807718,0.0025971289345449755,0.050040827077571445,79
1820,claim,6743708113,21,a friend learned  in the media a claim that baby octopuses are the size of a flea,not verified,under review,730516.0,259093.0,45382.5,2880.125,728.5,0.3546712187002064,0.003869867326656774,0.07472663158644027,81
1821,claim,1854325680,26,a friend learned  in the media a claim that violin bows are made from horsehair,not verified,active,399570.0,226306.0,16195.0,2880.125,728.5,0.5663738518907826,0.006564556898666066,0.04053107090121881,79
1822,claim,1689561046,22,a friend learned  in the media a claim that mice typically only live for 6 months in the wild,not verified,active,271046.0,156958.0,42310.0,2880.125,50.0,0.5790825173586771,0.00018447053267711016,0.1560989647513706,93
1823,claim,1376889860,14,a friend learned  in the media a claim that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,493761.0,128240.0,45382.5,1576.0,343.0,0.25972079609365667,0.000694668068154431,0.09418119292532218,99
1824,claim,7560905765,50,a friend learned  in the media a claim that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,148421.0,19774.0,1391.0,276.0,76.0,0.13322912525855507,0.0005120569191691203,0.00937198913900324,99
1825,claim,8354759034,38,a friend learned  in the media a claim that the earth holds about 11 quintillion pounds of air,not verified,banned,781479.0,311333.875,6132.0,2880.125,728.5,0.592093965416857,0.0023199599733326167,0.007846659987024603,94
1826,claim,8855083108,17,a friend learned  in the media a claim that the queens in ant colonies live for around 30 years,not verified,active,510647.0,57685.0,7377.0,599.0,247.0,0.11296453322941288,0.0004837000902776282,0.014446378809627786,95
1827,claim,7857948215,54,a friend learned  in the media a claim that the largest living thing on earth is a tree,not verified,banned,373110.0,237438.0,45382.5,991.0,455.0,0.636375331671625,0.0012194795100640562,0.24467583286430275,87
1828,claim,5408894658,45,a friend learned  in the media a claim that there are 366 dimples on a regulation golf ball,not verified,active,631063.0,311333.875,45382.5,476.0,83.0,0.5691460282095449,0.00013152411090493343,0.07225744497775975,91
1829,claim,4952257285,32,"a friend learned  on social media that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,banned,327898.0,147418.0,26231.0,2578.0,62.0,0.4495849318995541,0.00018908319050436417,0.07999743822774155,133
1830,claim,8578931714,54,a friend learned  on social media that earth days are getting longer over time due to orbital expansion,not verified,banned,62173.0,13428.0,1429.0,254.0,22.0,0.21597799687967445,0.0003538513502645843,0.022984253614913228,103
1831,claim,6583462317,54,a friend learned  on social media that yellowstone national park is home to a supervolcano,not verified,active,263750.0,117185.0,8637.0,2193.0,222.0,0.44430331753554503,0.0008417061611374407,0.03274691943127962,90
1832,claim,7942966688,14,a friend learned  on social media that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,221782.0,38242.0,1769.0,2.0,1.0,0.17243058498886293,4.508932194677657e-06,0.007976301052384773,98
1833,claim,2006414199,39,a friend learned  on social media that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,banned,948874.0,158666.0,20611.0,706.0,169.0,0.16721503592679324,0.00017810583913143368,0.02172153520910047,138
1834,claim,6541718447,7,a friend learned  on social media that windshield wipers were invented in 1905,not verified,active,978545.0,204974.0,27705.0,1605.0,434.0,0.2094681389205402,0.0004435156277943273,0.028312443474750777,78
1835,claim,1558275702,5,a friend learned  on social media that the first electric vehicle was created in 1832,not verified,banned,181477.0,98733.0,3876.0,2083.0,120.0,0.5440524143555382,0.0006612408183957196,0.02135807843418174,85
1836,claim,6955828431,57,a friend learned  on social media that violins are constructed from 70 individual wooden pieces,not verified,active,8779.0,3356.0,402.0,71.0,8.0,0.38227588563617726,0.0009112655199908873,0.04579109237954209,95
1837,claim,2161292942,32,"a friend learned  on social media that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,219150.0,142352.0,1929.0,2658.0,569.0,0.6495642254163815,0.0025963951631302763,0.008802190280629705,116
1838,claim,9809036967,55,a friend learned  on social media that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,314105.0,121955.0,4616.0,39.0,10.0,0.38826188694863184,3.183648779866605e-05,0.01469572276786425,119
1839,claim,5171378816,20,"a friend learned  on social media that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,under review,795570.0,274492.0,32805.0,2880.125,728.5,0.34502557914451276,0.0034264741003305807,0.041234586522870396,173
1840,claim,9540904185,53,a friend learned  on social media that the longest commercial flight in history took around 30 hours,not verified,active,486163.0,770.0,278.0,16.0,1.0,0.001583830937360515,2.056923295273396e-06,0.0005718246760860041,100
1841,claim,1914077833,15,a friend learned  on social media that koalas sleep up to 22 hours per day,not verified,active,788915.0,311333.875,45382.5,1382.0,321.0,0.4419348091999772,0.00040688794103293765,0.16567310800276328,74
1842,claim,8102772346,41,a friend learned  on social media that jupiter has the most moons,not verified,active,319520.0,11164.0,3462.0,86.0,43.0,0.0349399098647972,0.00013457686529794692,0.010835002503755634,65
1843,claim,5377153226,59,a friend learned  on social media that neptune’s winds are the fastest in the solar system,not verified,under review,983674.0,278189.0,18611.0,2880.125,728.5,0.2828060922622739,0.004337819236860992,0.0189198860598125,90
1844,claim,1984440062,43,a friend learned  on social media that there might be a huge planet in this solar system,not verified,active,217636.0,124800.0,6221.0,13.0,3.0,0.5734345420794353,1.3784484184601813e-05,0.028584425370802625,88
1845,claim,3587037447,40,a friend learned  on social media that dogs can understand up to 250 hand gestures and words,not verified,active,489750.0,308576.0,45382.5,2880.125,251.0,0.6300684022460439,0.0005125063808065339,0.186364471669219,92
1846,claim,7419212010,10,a friend learned  on social media that no two tongue prints are alike,not verified,active,827574.0,311333.875,45382.5,2880.125,728.5,0.5203268831548599,0.0019236950411685239,0.11853562340044516,69
1847,claim,5375849893,5,a friend learned  on social media that artificial banana flavoring is based on an extinct banana type,not verified,active,592556.0,104773.0,17878.0,2377.0,728.5,0.17681535584822364,0.0024183368322993944,0.030170988058512614,101
1848,claim,4107745338,53,a friend learned  on social media that insects are attracted to light because of the moon,not verified,active,62408.0,10333.0,3656.0,198.0,23.0,0.16557172157415717,0.0003685424945519805,0.058582233047045254,89
1849,claim,9999715467,7,a friend learned  on social media that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,banned,587919.0,271144.0,45382.5,989.0,283.0,0.46119278335961245,0.00048135882664108494,0.08096353409228142,119
1850,claim,4576295973,35,a friend learned  on social media that penguins can jump as high as 9 feet in the air,not verified,active,732274.0,311333.875,45382.5,2880.125,728.5,0.6179531159101648,0.0054883827638288404,0.1719711474120343,85
1851,claim,5254751107,5,a friend learned  on social media that there are more than 24 time zones around the world,not verified,under review,135593.0,77504.0,10887.0,1513.0,502.0,0.5715929288385093,0.003702256016166026,0.08029175547410265,89
1852,claim,9701791233,18,a friend learned  on social media that bubble wrap was originally designed to be used as wallpaper,not verified,active,610608.0,307496.0,45382.5,2880.125,728.5,0.50358986452847,0.0033294683332023164,0.16695981710033278,98
1853,claim,2189370390,16,a friend learned  on social media that q' is the only letter that doesn’t appear in any u.s. state name,not verified,active,273994.0,136876.0,32441.0,2003.0,694.0,0.4995583844901713,0.0025329021803397155,0.11840040292853128,103
1854,claim,6205192412,37,a friend learned  on social media that humans have jumped further than horses in the olympics,not verified,active,573809.0,10218.0,783.0,132.0,5.0,0.017807319160208362,8.713700900473851e-06,0.001364565561014205,93
1855,claim,6765762733,38,a friend learned  on social media that an espresso maker has been sent to space,not verified,active,541941.0,285937.0,45382.5,577.0,194.0,0.5276164748561191,0.0003579725468270531,0.15746548055969192,79
1856,claim,8388109679,6,a friend learned  on social media that the first commercial airplane flight lasted 23 minutes,not verified,active,483788.0,65023.0,11777.0,288.0,183.0,0.13440391245752273,0.00037826485981462955,0.0243433073991087,93
1857,claim,8837262669,50,a friend learned  on social media that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,banned,895949.0,114541.0,27421.0,433.0,227.0,0.1278432142900991,0.0002533626355964458,0.030605536699075505,121
1858,claim,2219875491,46,a friend learned  on social media that melting glaciers make fizzy noises,not verified,active,471119.0,229094.0,14798.0,2862.0,508.0,0.48627629112814386,0.0010782838306245344,0.031410323081854055,73
1859,claim,6795367701,9,a friend learned  on social media that the most successful predator is a wild dog,not verified,banned,879291.0,311333.875,45382.5,2644.0,728.5,0.46105782954675983,0.0018060005163250846,0.14384430182954222,81
1860,claim,8171621913,17,a friend learned  on social media that more people speak english as their second language than those who use it as their primary language,not verified,banned,842969.0,266296.0,45382.5,795.0,508.0,0.31590248277220156,0.0006026318880053714,0.12477445789821452,137
1861,claim,3638804046,52,a friend learned  on social media that sloths can hold their breaths longer than dolphins,not verified,active,865374.0,311333.875,45382.5,2880.125,728.5,0.6412071543633158,0.0037336457993884724,0.22315091509566962,89
1862,claim,8322280414,54,a friend learned  on social media that the roar of a lion can be heard up to 5 miles away,not verified,banned,19138.0,3538.0,651.0,42.0,27.0,0.18486780227819,0.0014108057268262097,0.03401609363569861,89
1863,claim,1758573008,16,a friend learned  on social media that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,171927.0,92176.0,13852.0,407.0,12.0,0.5361345222100078,6.979706503341535e-05,0.08056907873690577,94
1864,claim,7851080382,9,a friend learned  on social media that lemurs were previously the size of gorillas,not verified,active,808164.0,311333.875,45382.5,2880.125,672.0,0.613431184759529,0.0008315143955929737,0.11847595290064888,82
1865,claim,3830290013,10,a friend learned  on social media that a shape with 26 sides is known as a rhombicuboctahedron,verified,active,414282.0,22348.0,904.0,480.0,49.0,0.053943931911113685,0.00011827692248275329,0.002182088529069571,94
1866,claim,9321264223,59,a friend learned  on social media that there are 366 dimples on a regulation golf ball,not verified,active,318183.0,211167.0,36708.0,2880.125,728.5,0.6636652492433599,0.006310833702617676,0.11536757149187732,86
1867,claim,8687626408,60,a friend learned  on social media that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,under review,59445.0,27080.0,1557.0,205.0,120.0,0.455547144419211,0.0020186727226848347,0.02619227857683573,122
1868,claim,2716286203,26,a friend learned  on social media a claim that drone deliveries are already happening and will become common by 2025,not verified,active,458410.0,185814.0,18757.0,2880.125,728.5,0.4053445605462359,0.004085862001265243,0.04091751925132523,116
1869,claim,5256403413,41,a friend learned  on social media a claim that making emotional facial expressions can prompt humans to have those emotions,not verified,active,607209.0,232236.0,28303.0,2275.0,728.5,0.3824646867882393,0.0023583313159060556,0.04661162795676612,123
1870,claim,4467190409,59,a friend learned  on social media a claim that the largest rock on earth is in australia,not verified,banned,11434.0,7463.0,1233.0,44.0,8.0,0.6527024663284939,0.0006996676578625153,0.10783627776806017,88
1871,claim,1657971550,60,a friend learned  on social media a claim that the most productive work day of the week is tuesday,verified,active,66956.0,40654.0,12603.0,778.0,233.0,0.6071748611028138,0.003479897245952566,0.18822809008901367,98
1872,claim,3736297856,34,a friend learned  on social media a claim that the origins of the banjo instrument begin in africa,not verified,active,761969.0,311333.875,45382.5,2880.125,728.5,0.6596055745049996,0.0023137424225919954,0.12425046163295357,98
1873,claim,2780279216,47,a friend learned  on social media a claim that vinyl record sales now surpass compact disc sales,not verified,active,92798.0,54113.0,20422.0,994.0,79.0,0.5831267915256795,0.0008513114506778163,0.22006939804737172,96
